timestamp,sendQueueLen,fillChanLen,sentPacketNumber,gapFillReceived,fillChanDropped
2026-08-17T02:44:13.0438596Z,0,0,0,0,0
2026-08-17T02:44:13.0505167Z,0,0,0,0,0
2026-08-17T02:44:13.0543292Z,0,0,0,0,0
2026-08-17T02:44:13.0588811Z,0,0,0,0,0
2026-08-17T02:44:13.0644526Z,0,0,0,0,0
2026-08-17T02:44:13.0694052Z,0,0,0,0,0
2026-08-17T02:44:13.0746892Z,0,0,0,0,0
2026-08-17T02:44:13.0780465Z,0,0,0,0,0
2026-08-17T02:44:13.0829806Z,0,0,0,0,0
2026-08-17T02:44:13.0884236Z,0,0,1,0,0
2026-08-17T02:44:13.0937653Z,1,0,1,0,0
2026-08-17T02:44:13.0993623Z,2,0,1,0,0
2026-08-17T02:44:13.1031886Z,2,0,1,0,0
2026-08-17T02:44:13.1079715Z,3,0,1,0,0
2026-08-17T02:44:13.113174Z,4,0,1,0,0
2026-08-17T02:44:13.1185993Z,5,0,1,0,0
2026-08-17T02:44:13.1232817Z,5,0,1,0,0
2026-08-17T02:44:13.1278388Z,4,0,3,0,0
2026-08-17T02:44:13.1333177Z,5,0,5,0,0
2026-08-17T02:44:13.1382012Z,5,0,7,0,0
2026-08-17T02:44:13.1431793Z,7,0,7,2,0
2026-08-17T02:44:13.1481712Z,10,0,7,3,0
2026-08-17T02:44:13.1530022Z,14,0,7,4,0
2026-08-17T02:44:13.1580687Z,18,0,7,7,0
2026-08-17T02:44:13.162998Z,19,0,7,7,0
2026-08-17T02:44:13.1678839Z,20,0,9,7,0
2026-08-17T02:44:13.1732403Z,24,0,10,8,0
2026-08-17T02:44:13.1786074Z,24,0,12,8,0
2026-08-17T02:44:13.1832111Z,25,0,12,8,0
2026-08-17T02:44:13.1881548Z,28,0,12,9,0
2026-08-17T02:44:13.1931173Z,34,0,12,14,0
2026-08-17T02:44:13.1981651Z,39,0,12,16,0
2026-08-17T02:44:13.2031621Z,40,0,12,16,0
2026-08-17T02:44:13.2087055Z,41,0,13,16,0
2026-08-17T02:44:13.2132365Z,46,0,13,18,0
2026-08-17T02:44:13.2179338Z,52,0,13,22,0
2026-08-17T02:44:13.2233511Z,54,0,15,23,0
2026-08-17T02:44:13.2280851Z,55,0,15,23,0
2026-08-17T02:44:13.2340397Z,57,0,15,23,0
2026-08-17T02:44:13.2380181Z,57,0,15,23,0
2026-08-17T02:44:13.2431508Z,59,0,15,23,0
2026-08-17T02:44:13.2489859Z,59,0,15,23,0
2026-08-17T02:44:13.2528526Z,59,0,15,23,0
2026-08-17T02:44:13.2585947Z,60,0,15,23,0
2026-08-17T02:44:13.2641924Z,60,0,15,23,0
2026-08-17T02:44:13.2697196Z,61,0,15,23,0
2026-08-17T02:44:13.2730774Z,62,0,15,23,0
2026-08-17T02:44:13.2783602Z,62,0,15,23,0
2026-08-17T02:44:13.2836002Z,63,0,15,24,0
2026-08-17T02:44:13.2899431Z,64,0,15,25,0
2026-08-17T02:44:13.2955361Z,64,0,15,25,0
2026-08-17T02:44:13.2979732Z,67,0,15,28,0
2026-08-17T02:44:13.3077676Z,68,0,15,28,0
2026-08-17T02:44:13.3083144Z,68,0,15,28,0
2026-08-17T02:44:13.3140554Z,68,0,15,28,0
2026-08-17T02:44:13.319311Z,68,0,15,28,0
2026-08-17T02:44:13.3241507Z,68,0,15,28,0
2026-08-17T02:44:13.3291608Z,68,0,15,28,0
2026-08-17T02:44:13.3332911Z,68,0,15,28,0
2026-08-17T02:44:13.3388275Z,69,0,15,28,0
2026-08-17T02:44:13.3428474Z,70,0,15,28,0
2026-08-17T02:44:13.3486991Z,70,0,15,28,0
2026-08-17T02:44:13.3530848Z,70,0,15,28,0
2026-08-17T02:44:13.3588008Z,70,0,15,28,0
2026-08-17T02:44:13.3634789Z,70,0,15,28,0
2026-08-17T02:44:13.3681575Z,70,0,15,28,0
2026-08-17T02:44:13.3729594Z,70,0,16,28,0
2026-08-17T02:44:13.3784196Z,69,0,18,28,0
2026-08-17T02:44:13.3832195Z,73,0,18,28,0
2026-08-17T02:44:13.3883956Z,73,0,18,28,0
2026-08-17T02:44:13.3932143Z,73,0,18,28,0
2026-08-17T02:44:13.3991367Z,73,0,18,28,0
2026-08-17T02:44:13.4038804Z,73,0,18,28,0
2026-08-17T02:44:13.4083088Z,73,0,18,28,0
2026-08-17T02:44:13.4130796Z,73,0,18,28,0
2026-08-17T02:44:13.4181712Z,73,0,18,28,0
2026-08-17T02:44:13.4228651Z,73,0,18,28,0
2026-08-17T02:44:13.4283375Z,73,0,18,28,0
2026-08-17T02:44:13.4334664Z,74,0,18,29,0
2026-08-17T02:44:13.438943Z,74,0,18,29,0
2026-08-17T02:44:13.4433337Z,75,0,18,30,0
2026-08-17T02:44:13.448655Z,75,0,18,30,0
2026-08-17T02:44:13.4550734Z,75,0,18,30,0
2026-08-17T02:44:13.4595853Z,76,0,18,30,0
2026-08-17T02:44:13.4628102Z,76,0,18,30,0
2026-08-17T02:44:13.4687587Z,76,0,18,30,0
2026-08-17T02:44:13.4729304Z,76,0,18,30,0
2026-08-17T02:44:13.47852Z,76,0,18,30,0
2026-08-17T02:44:13.4842966Z,76,0,18,30,0
2026-08-17T02:44:13.4888918Z,76,0,18,30,0
2026-08-17T02:44:13.4931758Z,76,0,18,30,0
2026-08-17T02:44:13.4983222Z,76,0,18,30,0
2026-08-17T02:44:13.5033609Z,76,0,18,30,0
2026-08-17T02:44:13.5082654Z,76,0,18,30,0
2026-08-17T02:44:13.5131162Z,76,0,18,30,0
2026-08-17T02:44:13.5185389Z,76,0,18,30,0
2026-08-17T02:44:13.5244975Z,76,0,18,30,0
2026-08-17T02:44:13.5319847Z,76,0,18,30,0
2026-08-17T02:44:13.5348326Z,76,0,18,30,0
2026-08-17T02:44:13.5390927Z,76,0,18,30,0
2026-08-17T02:44:13.5431126Z,76,0,18,30,0
2026-08-17T02:44:13.5481501Z,76,0,18,30,0
2026-08-17T02:44:13.5545231Z,76,0,18,30,0
2026-08-17T02:44:13.5582082Z,76,0,18,30,0
2026-08-17T02:44:13.5637715Z,76,0,18,30,0
2026-08-17T02:44:13.5679995Z,76,0,18,30,0
2026-08-17T02:44:13.5742529Z,76,0,18,30,0
2026-08-17T02:44:13.5785694Z,76,0,18,30,0
2026-08-17T02:44:13.5831178Z,76,0,18,30,0
2026-08-17T02:44:13.5913264Z,76,0,18,30,0
2026-08-17T02:44:13.5937648Z,76,0,18,30,0
2026-08-17T02:44:13.6029955Z,79,0,18,30,0
2026-08-17T02:44:13.6081735Z,80,0,18,30,0
2026-08-17T02:44:13.6132502Z,80,0,18,30,0
2026-08-17T02:44:13.618212Z,80,0,18,30,0
2026-08-17T02:44:13.6232781Z,80,0,18,30,0
2026-08-17T02:44:13.6285769Z,80,0,18,30,0
2026-08-17T02:44:13.6337429Z,80,0,18,30,0
2026-08-17T02:44:13.6378086Z,80,0,18,30,0
2026-08-17T02:44:13.6445152Z,80,0,18,30,0
2026-08-17T02:44:13.6491048Z,80,0,18,30,0
2026-08-17T02:44:13.6535406Z,80,0,18,30,0
2026-08-17T02:44:13.6581823Z,80,0,18,30,0
2026-08-17T02:44:13.6648737Z,80,0,18,30,0
2026-08-17T02:44:13.6683968Z,80,0,18,30,0
2026-08-17T02:44:13.6732972Z,80,0,18,30,0
2026-08-17T02:44:13.6788638Z,80,0,18,30,0
2026-08-17T02:44:13.6856952Z,80,0,18,30,0
2026-08-17T02:44:13.688126Z,80,0,18,30,0
2026-08-17T02:44:13.6933592Z,80,0,18,30,0
2026-08-17T02:44:13.6982447Z,80,0,18,30,0
2026-08-17T02:44:13.7042218Z,80,0,18,30,0
2026-08-17T02:44:13.7080251Z,82,0,18,30,0
2026-08-17T02:44:13.7130807Z,82,0,19,30,0
2026-08-17T02:44:13.7191728Z,84,0,19,31,0
2026-08-17T02:44:13.7233707Z,84,0,20,31,0
2026-08-17T02:44:13.7280478Z,85,0,21,31,0
2026-08-17T02:44:13.7330692Z,86,0,21,31,0
2026-08-17T02:44:13.7383938Z,87,0,22,31,0
2026-08-17T02:44:13.7437735Z,90,0,23,32,0
2026-08-17T02:44:13.747816Z,95,0,24,34,0
2026-08-17T02:44:13.7534456Z,96,0,27,35,0
2026-08-17T02:44:13.7579882Z,100,0,27,35,0
2026-08-17T02:44:13.7631041Z,103,0,27,38,0
2026-08-17T02:44:13.7682159Z,111,0,27,43,0
2026-08-17T02:44:13.7728797Z,114,0,29,44,0
2026-08-17T02:44:13.7780466Z,117,0,31,44,0
2026-08-17T02:44:13.7832805Z,119,0,32,44,0
2026-08-17T02:44:13.7882495Z,118,0,34,44,0
2026-08-17T02:44:13.7932927Z,121,0,35,45,0
2026-08-17T02:44:13.7980153Z,125,0,35,46,0
2026-08-17T02:44:13.8034049Z,135,0,36,52,0
2026-08-17T02:44:13.8080445Z,139,0,38,52,0
2026-08-17T02:44:13.8132938Z,142,0,40,52,0
2026-08-17T02:44:13.8180807Z,147,0,40,53,0
2026-08-17T02:44:13.8228385Z,148,0,42,54,0
2026-08-17T02:44:13.828024Z,149,0,44,54,0
2026-08-17T02:44:13.8331018Z,150,0,45,55,0
2026-08-17T02:44:13.8382507Z,151,0,47,56,0
2026-08-17T02:44:13.8433797Z,152,0,47,56,0
2026-08-17T02:44:13.8484841Z,152,0,48,56,0
2026-08-17T02:44:13.8539818Z,153,0,49,57,0
2026-08-17T02:44:13.8586837Z,155,0,49,57,0
2026-08-17T02:44:13.8628617Z,155,0,49,57,0
2026-08-17T02:44:13.8686949Z,158,0,49,57,0
2026-08-17T02:44:13.8729988Z,158,0,49,57,0
2026-08-17T02:44:13.8793564Z,158,0,49,57,0
2026-08-17T02:44:13.8842732Z,158,0,49,57,0
2026-08-17T02:44:13.8895012Z,161,0,49,58,0
2026-08-17T02:44:13.8933815Z,161,0,49,58,0
2026-08-17T02:44:13.8987372Z,162,0,49,58,0
2026-08-17T02:44:13.9032285Z,162,0,49,58,0
2026-08-17T02:44:13.9080686Z,162,0,49,58,0
2026-08-17T02:44:13.9128479Z,162,0,49,58,0
2026-08-17T02:44:13.917847Z,164,0,49,58,0
2026-08-17T02:44:13.9233184Z,164,0,49,58,0
2026-08-17T02:44:13.9279417Z,164,0,49,58,0
2026-08-17T02:44:13.9328474Z,164,0,49,58,0
2026-08-17T02:44:13.9389495Z,165,0,49,58,0
2026-08-17T02:44:13.9438742Z,166,0,49,58,0
2026-08-17T02:44:13.9487417Z,166,0,49,58,0
2026-08-17T02:44:13.9532904Z,166,0,49,58,0
2026-08-17T02:44:13.9583854Z,166,0,49,58,0
2026-08-17T02:44:13.9637345Z,166,0,49,58,0
2026-08-17T02:44:13.9691311Z,166,0,49,58,0
2026-08-17T02:44:13.9730854Z,166,0,49,58,0
2026-08-17T02:44:13.9782621Z,166,0,49,58,0
2026-08-17T02:44:13.9831924Z,166,0,49,58,0
2026-08-17T02:44:13.9899897Z,166,0,49,58,0
2026-08-17T02:44:13.9936591Z,166,0,49,58,0
2026-08-17T02:44:13.9979524Z,166,0,49,58,0
2026-08-17T02:44:14.0028879Z,166,0,49,58,0
2026-08-17T02:44:14.0079356Z,167,0,49,58,0
2026-08-17T02:44:14.0134033Z,168,0,49,58,0
2026-08-17T02:44:14.0186793Z,168,0,49,58,0
2026-08-17T02:44:14.0238708Z,168,0,49,58,0
2026-08-17T02:44:14.0301074Z,169,0,49,58,0
2026-08-17T02:44:14.0330922Z,169,0,49,58,0
2026-08-17T02:44:14.0379064Z,171,0,49,58,0
2026-08-17T02:44:14.049361Z,172,0,49,58,0
2026-08-17T02:44:14.0544058Z,172,0,49,58,0
2026-08-17T02:44:14.0595803Z,173,0,49,58,0
2026-08-17T02:44:14.0634925Z,173,0,49,58,0
2026-08-17T02:44:14.0684551Z,174,0,49,58,0
2026-08-17T02:44:14.073177Z,175,0,49,58,0
2026-08-17T02:44:14.0783839Z,175,0,49,58,0
2026-08-17T02:44:14.0833007Z,175,0,49,58,0
2026-08-17T02:44:14.0882568Z,175,0,49,58,0
2026-08-17T02:44:14.0935119Z,175,0,49,58,0
2026-08-17T02:44:14.0980261Z,175,0,49,58,0
2026-08-17T02:44:14.1032388Z,175,0,49,58,0
2026-08-17T02:44:14.108135Z,177,0,49,58,0
2026-08-17T02:44:14.1130615Z,179,0,49,58,0
2026-08-17T02:44:14.1178128Z,179,0,49,58,0
2026-08-17T02:44:14.1230447Z,179,0,49,58,0
2026-08-17T02:44:14.1318976Z,179,0,49,58,0
2026-08-17T02:44:14.1336722Z,179,0,49,58,0
2026-08-17T02:44:14.1381841Z,179,0,49,58,0
2026-08-17T02:44:14.1434281Z,179,0,49,58,0
2026-08-17T02:44:14.1478063Z,179,0,49,58,0
2026-08-17T02:44:14.1529301Z,179,0,49,58,0
2026-08-17T02:44:14.1584635Z,179,0,49,58,0
2026-08-17T02:44:14.1628259Z,179,0,49,58,0
2026-08-17T02:44:14.1685237Z,179,0,49,58,0
2026-08-17T02:44:14.1733431Z,179,0,49,58,0
2026-08-17T02:44:14.178169Z,179,0,49,58,0
2026-08-17T02:44:14.1828544Z,180,0,49,58,0
2026-08-17T02:44:14.1878382Z,181,0,49,58,0
2026-08-17T02:44:14.1931987Z,181,0,49,58,0
2026-08-17T02:44:14.19819Z,181,0,49,58,0
2026-08-17T02:44:14.2028743Z,181,0,49,58,0
2026-08-17T02:44:14.2085189Z,181,0,49,58,0
2026-08-17T02:44:14.2129596Z,181,0,49,58,0
2026-08-17T02:44:14.2184933Z,181,0,49,58,0
2026-08-17T02:44:14.2228013Z,181,0,49,58,0
2026-08-17T02:44:14.2293232Z,181,0,49,58,0
2026-08-17T02:44:14.2353071Z,181,0,49,58,0
2026-08-17T02:44:14.2402149Z,181,0,49,58,0
2026-08-17T02:44:14.2429647Z,181,0,49,58,0
2026-08-17T02:44:14.2509277Z,181,0,49,58,0
2026-08-17T02:44:14.2564319Z,181,0,49,58,0
2026-08-17T02:44:14.2583307Z,181,0,49,58,0
2026-08-17T02:44:14.2666899Z,181,0,49,58,0
2026-08-17T02:44:14.2685536Z,181,0,49,58,0
2026-08-17T02:44:14.2731877Z,181,0,49,58,0
2026-08-17T02:44:14.2806174Z,181,0,49,58,0
2026-08-17T02:44:14.285255Z,181,0,49,58,0
2026-08-17T02:44:14.2882614Z,181,0,49,58,0
2026-08-17T02:44:14.2944839Z,181,0,49,58,0
2026-08-17T02:44:14.2981497Z,181,0,50,58,0
2026-08-17T02:44:14.3032416Z,183,0,51,58,0
2026-08-17T02:44:14.3083332Z,185,0,51,59,0
2026-08-17T02:44:14.3129744Z,184,0,53,59,0
2026-08-17T02:44:14.318353Z,186,0,55,60,0
2026-08-17T02:44:14.3232145Z,187,0,55,60,0
2026-08-17T02:44:14.3278408Z,192,0,55,63,0
2026-08-17T02:44:14.3329499Z,193,0,56,63,0
2026-08-17T02:44:14.3378503Z,193,0,58,63,0
2026-08-17T02:44:14.3432233Z,196,0,59,65,0
2026-08-17T02:44:14.34875Z,200,0,59,66,0
2026-08-17T02:44:14.3534938Z,209,0,59,74,0
2026-08-17T02:44:14.3581973Z,209,0,60,74,0
2026-08-17T02:44:14.3632707Z,213,0,60,76,0
2026-08-17T02:44:14.3679875Z,215,0,60,76,0
2026-08-17T02:44:14.3730924Z,216,0,61,76,0
2026-08-17T02:44:14.3790851Z,218,0,63,76,0
2026-08-17T02:44:14.3831402Z,220,0,63,76,0
2026-08-17T02:44:14.3880949Z,221,0,63,76,0
2026-08-17T02:44:14.393308Z,223,0,63,76,0
2026-08-17T02:44:14.3995041Z,224,0,63,76,0
2026-08-17T02:44:14.4035265Z,224,0,63,76,0
2026-08-17T02:44:14.4085114Z,225,0,63,76,0
2026-08-17T02:44:14.4130429Z,225,0,63,76,0
2026-08-17T02:44:14.4178071Z,226,0,63,76,0
2026-08-17T02:44:14.4239235Z,226,0,63,76,0
2026-08-17T02:44:14.4287982Z,226,0,63,76,0
2026-08-17T02:44:14.4336877Z,226,0,63,76,0
2026-08-17T02:44:14.4386733Z,227,0,63,77,0
2026-08-17T02:44:14.4436137Z,227,0,63,77,0
2026-08-17T02:44:14.4480481Z,227,0,63,77,0
2026-08-17T02:44:14.4538186Z,227,0,63,77,0
2026-08-17T02:44:14.4586201Z,227,0,63,77,0
2026-08-17T02:44:14.4629303Z,227,0,63,77,0
2026-08-17T02:44:14.479093Z,228,0,65,77,0
2026-08-17T02:44:14.4857014Z,229,0,65,77,0
2026-08-17T02:44:14.4882674Z,229,0,65,77,0
2026-08-17T02:44:14.4953831Z,230,0,65,77,0
2026-08-17T02:44:14.5017648Z,231,0,65,77,0
2026-08-17T02:44:14.5083687Z,232,0,65,77,0
2026-08-17T02:44:14.514292Z,232,0,65,77,0
2026-08-17T02:44:14.5181758Z,233,0,65,77,0
2026-08-17T02:44:14.5232846Z,233,0,65,77,0
2026-08-17T02:44:14.5282395Z,232,0,66,77,0
2026-08-17T02:44:14.5362198Z,234,0,66,77,0
2026-08-17T02:44:14.5434442Z,235,0,66,77,0
2026-08-17T02:44:14.5544789Z,237,0,66,77,0
2026-08-17T02:44:14.5629929Z,239,0,66,77,0
2026-08-17T02:44:14.5715562Z,240,0,66,77,0
2026-08-17T02:44:14.5750085Z,241,0,66,77,0
2026-08-17T02:44:14.5789024Z,241,0,66,77,0
2026-08-17T02:44:14.5838303Z,241,0,66,77,0
2026-08-17T02:44:14.5883245Z,241,0,66,77,0
2026-08-17T02:44:14.5934283Z,241,0,66,77,0
2026-08-17T02:44:14.5991072Z,241,0,66,77,0
2026-08-17T02:44:14.6032398Z,241,0,66,77,0
2026-08-17T02:44:14.6092895Z,241,0,66,77,0
2026-08-17T02:44:14.6137195Z,241,0,66,77,0
2026-08-17T02:44:14.6182884Z,241,0,66,77,0
2026-08-17T02:44:14.624093Z,241,0,66,77,0
2026-08-17T02:44:14.6302022Z,241,0,66,77,0
2026-08-17T02:44:14.6334549Z,241,0,66,77,0
2026-08-17T02:44:14.6391792Z,241,0,66,77,0
2026-08-17T02:44:14.6434566Z,241,0,66,77,0
2026-08-17T02:44:14.6493047Z,241,0,66,77,0
2026-08-17T02:44:14.6541399Z,241,0,66,77,0
2026-08-17T02:44:14.6588738Z,241,0,66,77,0
2026-08-17T02:44:14.6643851Z,241,0,66,77,0
2026-08-17T02:44:14.668344Z,241,0,66,77,0
2026-08-17T02:44:14.6759871Z,241,0,66,77,0
2026-08-17T02:44:14.6826661Z,241,0,66,77,0
2026-08-17T02:44:14.6852461Z,241,0,66,77,0
2026-08-17T02:44:14.6885036Z,241,0,66,77,0
2026-08-17T02:44:14.6947493Z,241,0,66,77,0
2026-08-17T02:44:14.6993794Z,241,0,66,77,0
2026-08-17T02:44:14.7051062Z,241,0,66,77,0
2026-08-17T02:44:14.7108321Z,241,0,66,77,0
2026-08-17T02:44:14.7187278Z,241,0,66,77,0
2026-08-17T02:44:14.7233284Z,241,0,66,77,0
2026-08-17T02:44:14.72809Z,241,0,66,77,0
2026-08-17T02:44:14.7331711Z,241,0,66,77,0
2026-08-17T02:44:14.7390061Z,241,0,66,77,0
2026-08-17T02:44:14.7446502Z,241,0,66,77,0
2026-08-17T02:44:14.7483248Z,241,0,66,77,0
2026-08-17T02:44:14.7532073Z,241,0,66,77,0
2026-08-17T02:44:14.758844Z,241,0,66,77,0
2026-08-17T02:44:14.7631807Z,241,0,66,77,0
2026-08-17T02:44:14.7705604Z,241,0,66,77,0
2026-08-17T02:44:14.7731125Z,241,0,66,77,0
2026-08-17T02:44:14.812567Z,255,0,66,77,0
2026-08-17T02:44:14.8136462Z,255,0,66,77,0
2026-08-17T02:44:14.8181833Z,255,0,66,77,0
2026-08-17T02:44:14.8234708Z,255,0,66,77,0
2026-08-17T02:44:14.8285255Z,255,0,66,77,0
2026-08-17T02:44:14.8334664Z,255,0,66,77,0
2026-08-17T02:44:14.8383713Z,255,0,66,77,0
2026-08-17T02:44:14.8433342Z,255,0,66,77,0
2026-08-17T02:44:14.8478643Z,255,0,66,77,0
2026-08-17T02:44:14.8533816Z,256,0,66,77,0
2026-08-17T02:44:14.8581323Z,256,0,66,77,0
2026-08-17T02:44:14.8634505Z,257,0,66,77,0
2026-08-17T02:44:14.8680425Z,258,0,66,77,0
2026-08-17T02:44:14.8736982Z,258,0,66,77,0
2026-08-17T02:44:14.8784449Z,258,0,66,77,0
2026-08-17T02:44:14.8834798Z,258,0,66,77,0
2026-08-17T02:44:14.8883599Z,259,0,66,77,0
2026-08-17T02:44:14.8934804Z,259,0,66,77,0
2026-08-17T02:44:14.8980723Z,260,0,66,77,0
2026-08-17T02:44:14.9041091Z,260,0,66,77,0
2026-08-17T02:44:14.9081858Z,261,0,66,77,0
2026-08-17T02:44:14.9136363Z,262,0,66,77,0
2026-08-17T02:44:14.9186163Z,263,0,66,77,0
2026-08-17T02:44:14.9232206Z,264,0,66,77,0
2026-08-17T02:44:14.931316Z,264,0,66,77,0
2026-08-17T02:44:14.9406565Z,265,0,66,77,0
2026-08-17T02:44:14.9441298Z,269,0,66,77,0
2026-08-17T02:44:14.9490482Z,270,0,66,77,0
2026-08-17T02:44:14.9627194Z,270,0,66,77,0
2026-08-17T02:44:14.9650161Z,270,0,66,77,0
2026-08-17T02:44:14.968809Z,270,0,66,77,0
2026-08-17T02:44:14.9732873Z,273,0,66,77,0
2026-08-17T02:44:14.9778755Z,273,0,66,77,0
2026-08-17T02:44:14.9832296Z,274,0,66,77,0
2026-08-17T02:44:14.9881268Z,275,0,66,77,0
2026-08-17T02:44:14.9931994Z,277,0,66,79,0
2026-08-17T02:44:14.9979177Z,277,0,66,79,0
2026-08-17T02:44:15.0029626Z,279,0,66,79,0
2026-08-17T02:44:15.0079974Z,282,0,66,79,0
2026-08-17T02:44:15.0132396Z,283,0,66,79,0
2026-08-17T02:44:15.0179381Z,283,0,68,79,0
2026-08-17T02:44:15.0230099Z,285,0,68,79,0
2026-08-17T02:44:15.0279332Z,286,0,70,79,0
2026-08-17T02:44:15.0328996Z,286,0,72,79,0
2026-08-17T02:44:15.0381292Z,288,0,73,79,0
2026-08-17T02:44:15.0436586Z,289,0,74,79,0
