timestamp,conn_id,start,end
2026-07-15T02:05:12.7965838Z,conn2,0,34000
2026-07-15T02:05:12.8388763Z,conn2,68000,102000
2026-07-15T02:05:12.8838839Z,conn2,136000,170000
2026-07-15T02:05:12.9443433Z,conn2,204000,271185
2026-07-15T02:05:12.9897834Z,conn2,272000,306000
2026-07-15T02:05:13.0124013Z,conn2,340000,374000
2026-07-15T02:05:13.0433549Z,conn2,408000,442000
2026-07-15T02:05:13.0816726Z,conn2,476000,521150
2026-07-15T02:05:13.1132415Z,conn2,544000,589333
2026-07-15T02:05:13.137915Z,conn2,612000,646000
2026-07-15T02:05:13.1680976Z,conn2,680000,714000
2026-07-15T02:05:13.2150393Z,conn2,748000,786789
2026-07-15T02:05:13.2528214Z,conn2,816000,859209
2026-07-15T02:05:13.2847144Z,conn2,884000,924799
2026-07-15T02:05:13.2993582Z,conn2,952000,977859
2026-07-15T02:05:13.3248877Z,conn2,1020000,1045859
2026-07-15T02:05:13.3826584Z,conn2,1088000,1131209
2026-07-15T02:05:13.417032Z,conn2,1156000,1205565
2026-07-15T02:05:13.4496707Z,conn2,1224000,1257140
2026-07-15T02:05:13.4796741Z,conn2,1292000,1326425
2026-07-15T02:05:13.499708Z,conn2,1360000,1394425
2026-07-15T02:05:13.5371154Z,conn2,1428000,1464322
2026-07-15T02:05:13.5668297Z,conn2,1496000,1522071
2026-07-15T02:05:13.6130385Z,conn2,1564000,1609709
2026-07-15T02:05:13.631877Z,conn2,1632000,1668322
2026-07-15T02:05:13.6640474Z,conn2,1700000,1736322
2026-07-15T02:05:13.7017259Z,conn2,1768000,1798698
2026-07-15T02:05:13.7191336Z,conn2,1836000,1874140
2026-07-15T02:05:13.7514481Z,conn2,1904000,1942140
2026-07-15T02:05:13.7809624Z,conn2,1972000,2008322
2026-07-15T02:05:13.8212164Z,conn2,2040000,2086569
2026-07-15T02:05:13.8408326Z,conn2,2108000,2142377
2026-07-15T02:05:13.8687972Z,conn2,2176000,2210377
2026-07-15T02:05:13.9027601Z,conn2,2244000,2269239
2026-07-15T02:05:13.9114787Z,conn2,2312000,2337239
2026-07-15T02:05:13.9442769Z,conn2,2380000,2433765
2026-07-15T02:05:13.9900757Z,conn2,2448000,2482377
2026-07-15T02:05:14.0769883Z,conn2,2516000,2556814
2026-07-15T02:05:14.1283161Z,conn2,2584000,2612426
2026-07-15T02:05:14.1288837Z,conn2,2652000,2652985
2026-07-15T02:05:14.1448889Z,conn2,2720000,2720985
2026-07-15T02:05:14.1640737Z,conn2,2788000,2814947
2026-07-15T02:05:14.1974235Z,conn2,2856000,2882947
2026-07-15T02:05:14.2600303Z,conn2,2924000,2991018
2026-07-15T02:05:14.293524Z,conn2,2992000,3020136
2026-07-15T02:05:14.3262588Z,conn2,3060000,3079501
2026-07-15T02:05:14.4046586Z,conn2,3128000,3164241
2026-07-15T02:05:14.4237331Z,conn2,3196000,3218337
2026-07-15T02:05:14.4471311Z,conn2,3264000,3286337
2026-07-15T02:05:14.4660766Z,conn2,3332000,3332611
2026-07-15T02:05:14.4742649Z,conn2,3400000,3400611
2026-07-15T02:05:14.5044662Z,conn2,3468000,3468611
2026-07-15T02:05:14.5386067Z,conn2,3536000,3565923
2026-07-15T02:05:14.5552053Z,conn2,3604000,3627143
2026-07-15T02:05:14.5871503Z,conn2,3672000,3695143
2026-07-15T02:05:14.6156877Z,conn2,3740000,3780058
2026-07-15T02:05:14.643105Z,conn2,3808000,3830761
2026-07-15T02:05:14.6739668Z,conn2,3876000,3898761
2026-07-15T02:05:14.681506Z,conn2,3944000,3967142
2026-07-15T02:05:14.7169406Z,conn2,4012000,4035142
2026-07-15T02:05:14.745873Z,conn2,4080000,4119671
2026-07-15T02:05:14.7874895Z,conn2,4148000,4190269
2026-07-15T02:05:14.7973248Z,conn2,4216000,4229896
2026-07-15T02:05:14.8054555Z,conn2,4284000,4297896
2026-07-15T02:05:14.8351013Z,conn2,4352000,4365896
2026-07-15T02:05:14.8758981Z,conn2,4420000,4451913
2026-07-15T02:05:14.9078407Z,conn2,4488000,4536421
2026-07-15T02:05:14.936638Z,conn2,4556000,4604421
2026-07-15T02:05:14.9441271Z,conn2,4624000,4647845
2026-07-15T02:05:14.9604301Z,conn2,4692000,4717228
2026-07-15T02:05:14.9758616Z,conn2,4760000,4785228
2026-07-15T02:05:14.9893488Z,conn2,4828000,4855303
2026-07-15T02:05:15.0175705Z,conn2,4896000,4923303
2026-07-15T02:05:15.0449889Z,conn2,4964000,5020627
2026-07-15T02:05:15.0675272Z,conn2,5032000,5057614
2026-07-15T02:05:15.0938654Z,conn2,5100000,5125614
2026-07-15T02:05:15.1106615Z,conn2,5168000,5193614
2026-07-15T02:05:15.1271357Z,conn2,5236000,5262494
2026-07-15T02:05:15.1457935Z,conn2,5304000,5330494
2026-07-15T02:05:15.1623544Z,conn2,5372000,5394420
2026-07-15T02:05:15.1756427Z,conn2,5440000,5462420
2026-07-15T02:05:15.2106289Z,conn2,5508000,5563646
2026-07-15T02:05:15.2335738Z,conn2,5576000,5631646
2026-07-15T02:05:15.2638989Z,conn2,5644000,5687531
2026-07-15T02:05:15.276736Z,conn2,5712000,5735848
2026-07-15T02:05:15.2975915Z,conn2,5780000,5803848
2026-07-15T02:05:15.3144232Z,conn2,5848000,5889677
2026-07-15T02:05:15.3524631Z,conn2,5916000,5957677
2026-07-15T02:05:15.3892727Z,conn2,5984000,6019050
2026-07-15T02:05:15.4147608Z,conn2,6052000,6087050
2026-07-15T02:05:15.4345395Z,conn2,6120000,6153019
2026-07-15T02:05:15.4610185Z,conn2,6188000,6221019
