timestamp,conn_id,start,end
2026-07-15T02:05:18.8684589Z,conn1,18748441,18768000
2026-07-15T02:05:18.884749Z,conn1,18816441,18836000
2026-07-15T02:05:18.9029146Z,conn1,18870512,18904000
2026-07-15T02:05:18.914166Z,conn1,18938512,18972000
2026-07-15T02:05:18.942462Z,conn1,19006512,19040000
2026-07-15T02:05:18.9537306Z,conn1,19079043,19108000
2026-07-15T02:05:18.9890537Z,conn1,19147043,19176000
2026-07-15T02:05:18.9901505Z,conn1,19215043,19244000
2026-07-15T02:05:18.9939315Z,conn1,19283043,19312000
2026-07-15T02:05:19.0143482Z,conn1,19344145,19380000
2026-07-15T02:05:19.0371902Z,conn1,19412145,19448000
2026-07-15T02:05:19.0660443Z,conn1,19480145,19516000
2026-07-15T02:05:19.0756989Z,conn1,19557650,19584000
2026-07-15T02:05:19.086834Z,conn1,19625650,19652000
2026-07-15T02:05:19.0984133Z,conn1,19693650,19720000
2026-07-15T02:05:19.1156522Z,conn1,19761650,19788000
2026-07-15T02:05:19.1488677Z,conn1,19829650,19856000
2026-07-15T02:05:19.1499577Z,conn1,19894125,19924000
2026-07-15T02:05:19.1567775Z,conn1,19962125,19992000
2026-07-15T02:05:19.1948588Z,conn1,20030125,20060000
2026-07-15T02:05:19.1959714Z,conn1,20098125,20128000
2026-07-15T02:05:19.2655507Z,conn1,20166125,20196000
2026-07-15T02:05:19.2989993Z,conn1,20236243,20264000
2026-07-15T02:05:19.3012801Z,conn1,20304243,20332000
2026-07-15T02:05:19.303018Z,conn1,20371139,20400000
2026-07-15T02:05:19.3036003Z,conn1,20439139,20468000
2026-07-15T02:05:19.3047589Z,conn1,20507139,20536000
2026-07-15T02:05:19.3907079Z,conn1,20575139,20604000
2026-07-15T02:05:19.3930027Z,conn1,20643139,20672000
2026-07-15T02:05:19.3957698Z,conn1,20717487,20740000
2026-07-15T02:05:19.3963006Z,conn1,20785487,20808000
2026-07-15T02:05:19.3968504Z,conn1,20853487,20876000
2026-07-15T02:05:19.4032554Z,conn1,20906766,20944000
2026-07-15T02:05:19.4838278Z,conn1,20974766,21012000
2026-07-15T02:05:19.5143899Z,conn1,21042766,21080000
2026-07-15T02:05:19.516626Z,conn1,21110766,21148000
2026-07-15T02:05:19.5182723Z,conn1,21178766,21216000
2026-07-15T02:05:19.574383Z,conn1,21246237,21284000
2026-07-15T02:05:19.5756533Z,conn1,21351735,21352000
2026-07-15T02:05:19.5767802Z,conn1,21419735,21420000
2026-07-15T02:05:19.57
