timestamp,conn_id,data_size,offset,throughput
2026-07-15T02:05:18.4493115Z,conn2,38247,15028000,6.05
2026-07-15T02:05:18.4646925Z,conn1,29753,16970247,1.23
2026-07-15T02:05:18.483316Z,conn2,38247,15096000,1.09
2026-07-15T02:05:18.4876528Z,conn1,29753,17038247,1.52
2026-07-15T02:05:18.4881988Z,conn1,29753,17106247,51.97
2026-07-15T02:05:18.4899862Z,conn2,38247,15164000,5.97
2026-07-15T02:05:18.5097686Z,conn2,48354,15232000,2.48
2026-07-15T02:05:18.5282771Z,conn1,29753,17174247,0.72
2026-07-15T02:05:18.5288319Z,conn1,19646,17252354,33.77
2026-07-15T02:05:18.5310375Z,conn2,48354,15300000,2.17
2026-07-15T02:05:18.5326037Z,conn1,19646,17320354,5.80
2026-07-15T02:05:18.5437162Z,conn1,19646,17388354,1.97
2026-07-15T02:05:18.5442753Z,conn2,36368,15368000,2.62
2026-07-15T02:05:18.5572657Z,conn1,19646,17456354,1.38
2026-07-15T02:05:18.5628077Z,conn1,19646,17524354,3.77
2026-07-15T02:05:18.5719849Z,conn2,36368,15436000,1.30
2026-07-15T02:05:18.5822542Z,conn1,31632,17580368,1.55
2026-07-15T02:05:18.5898387Z,conn2,46050,15504000,2.46
2026-07-15T02:05:18.597746Z,conn2,46050,15572000,5.55
2026-07-15T02:05:18.6203001Z,conn1,31632,17648368,0.79
2026-07-15T02:05:18.6214161Z,conn1,21950,17726050,38.19
2026-07-15T02:05:18.6252954Z,conn2,46050,15640000,1.63
2026-07-15T02:05:18.6273358Z,conn1,21950,17794050,3.90
2026-07-15T02:05:18.6371147Z,conn2,27084,15708000,2.30
2026-07-15T02:05:18.6433287Z,conn1,21950,17862050,1.43
2026-07-15T02:05:18.6653397Z,conn2,27084,15776000,0.93
2026-07-15T02:05:18.6664894Z,conn1,21950,17930050,0.93
2026-07-15T02:05:18.6713741Z,conn1,21950,17998050,5.79
2026-07-15T02:05:18.6736188Z,conn2,27084,15844000,3.62
2026-07-15T02:05:18.6888112Z,conn2,54564,15912000,3.43
2026-07-15T02:05:18.7298649Z,conn1,40916,18047084,0.67
2026-07-15T02:05:18.7485127Z,conn1,13436,18142564,0.69
2026-07-15T02:05:18.7508877Z,conn2,54564,15980000,0.85
2026-07-15T02:05:18.75554Z,conn1,13436,18210564,2.03
2026-07-15T02:05:18.7621336Z,conn1,13436,18278564,2.12
2026-07-15T02:05:18.7645013Z,conn2,29147,16048000,2.04
2026-07-15T02:05:18.7868302Z,conn2,29147,16116000,1.24
2026-07-15T02:05:18.7874064Z,conn1,13436,18346564,0.53
2026-07-15T02:05:18.7879613Z,conn1,13436,18414564,0.00
2026-07-15T02:05:18.7885207Z,conn1,13436,18482564,22.91
2026-07-15T02:05:18.7981703Z,conn1,38853,18525147,4.06
2026-07-15T02:05:18.8061756Z,conn2,29147,16184000,1.48
2026-07-15T02:05:18.8309063Z,conn2,48441,16252000,1.96
2026-07-15T02:05:18.8540114Z,conn1,38853,18593147,0.73
2026-07-15T02:05:18.8568271Z,conn1,19559,18680441,10.77
2026-07-15T02:05:18.8612413Z,conn2,48441,16320000,1.52
2026-07-15T02:05:18.867909Z,conn1,19559,18748441,1.73
2026-07-15T02:05:18.8776951Z,conn2,34512,16388000,2.07
2026-07-15T02:05:18.8841853Z,conn1,19559,18816441,1.19
2026-07-15T02:05:18.8939998Z,conn2,34512,16456000,2.09
2026-07-15T02:05:18.902407Z,conn1,33488,18870512,1.81
2026-07-15T02:05:18.9125244Z,conn2,34512,16524000,1.83
2026-07-15T02:05:18.9136114Z,conn1,33488,18938512,2.99
2026-07-15T02:05:18.9260254Z,conn2,39043,16592000,2.88
2026-07-15T02:05:18.9394482Z,conn2,39043,16660000,2.90
2026-07-15T02:05:18.942462Z,conn1,33488,19006512,1.13
2026-07-15T02:05:18.9531885Z,conn1,28957,19079043,2.57
2026-07-15T02:05:18.9591168Z,conn2,39043,16728000,2.00
2026-07-15T02:05:18.987
