timestamp,direction,file_offset,block_offset,block_size,server_block_size,server_file_offset
2026-07-15T02:05:12.6978703Z,sent,0,34000,68000,34000,0
2026-07-15T02:05:12.7373194Z,sent,0,34000,68000,34000,0
2026-07-15T02:05:12.7764491Z,sent,0,34000,68000,34000,0
2026-07-15T02:05:12.8168111Z,sent,0,67185,68000,815,0
2026-07-15T02:05:12.8579011Z,sent,34000,34000,68000,34000,34000
2026-07-15T02:05:12.8979997Z,sent,68000,34000,68000,34000,68000
2026-07-15T02:05:12.938694Z,sent,68000,34000,68000,34000,68000
2026-07-15T02:05:12.9786584Z,sent,102000,45150,68000,22850,102000
2026-07-15T02:05:13.0197335Z,sent,136000,45333,68000,22667,136000
2026-07-15T02:05:13.0607699Z,sent,170000,34000,68000,34000,170000
2026-07-15T02:05:13.1029598Z,sent,204000,38789,68000,29211,204000
2026-07-15T02:05:13.1435395Z,sent,249517,43209,68000,24791,249517
2026-07-15T02:05:13.185928Z,sent,272184,40799,68000,27201,272184
2026-07-15T02:05:13.2268959Z,sent,335395,25859,68000,42141,335395
2026-07-15T02:05:13.2673872Z,sent,360186,43209,68000,24791,360186
2026-07-15T02:05:13.3080106Z,sent,384977,49565,68000,18435,384977
2026-07-15T02:05:13.3487245Z,sent,412178,33140,68000,34860,412178
2026-07-15T02:05:13.388216Z,sent,454319,34425,68000,33575,454319
2026-07-15T02:05:13.4309568Z,sent,497545,36322,68000,31678,497545
2026-07-15T02:05:13.474696Z,sent,550840,26071,68000,41929,550840
2026-07-15T02:05:13.5169278Z,sent,584415,45709,68000,22291,584415
2026-07-15T02:05:13.5589186Z,sent,616093,36322,68000,31678,616093
2026-07-15T02:05:13.6017963Z,sent,647771,30698,68000,37302,647771
2026-07-15T02:05:13.6435648Z,sent,711991,38140,68000,29860,711991
2026-07-15T02:05:13.6859585Z,sent,743669,36322,68000,31678,743669
2026-07-15T02:05:13.7273832Z,sent,775347,46569,68000,21431,775347
2026-07-15T02:05:13.7685284Z,sent,812649,34377,68000,33623,812649
2026-07-15T02:05:13.8098522Z,sent,874187,25239,68000,42761,874187
2026-07-15T02:05:13.8513677Z,sent,895618,53765,68000,14235,895618
2026-07-15T02:05:13.8926219Z,sent,950672,34377,68000,33623,950672
2026-07-15T02:05:13.9326178Z,sent,984295,40814,68000,27186,984295
2026-07-15T02:05:13.9715592Z,sent,1041291,33008,68000,34992,1041291
2026-07-15T02:05:14.0110047Z,sent,1089149,28426,68000,39574,1089149
2026-07-15T02:05:14.0513422Z,sent,1116335,985,68000,67015,1116335
2026-07-15T02:05:14.089943Z,sent,1178513,26947,68000,41053,1178513
