timestamp,connection,direction,file_offset,block_offset,block_size,server_block_size
2026-07-08T23:14:34.0514615Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1802000,0,68000,13419
2026-07-08T23:14:34.0526127Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1870000,0,68000,2365
2026-07-08T23:14:34.0548726Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,2074000,0,68000,32631
2026-07-08T23:14:34.0607694Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,2278000,0,68000,23168
2026-07-08T23:14:34.0658513Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,2686000,0,68000,45807
2026-07-08T23:14:34.0737687Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,2754000,0,68000,6631
2026-07-08T23:14:34.1119481Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,2822000,0,68000,9720
2026-07-08T23:14:34.1198725Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,2958000,0,68000,28297
2026-07-08T23:14:34.1507182Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3026000,0,68000,40952
2026-07-08T23:14:34.1920646Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3162000,0,68000,11464
2026-07-08T23:14:34.1926442Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3366000,0,68000,24363
2026-07-08T23:14:34.1965094Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3502000,0,68000,23133
2026-07-08T23:14:34.2695589Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3638000,0,68000,26461
2026-07-08T23:14:34.281454Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3706000,0,68000,30554
2026-07-08T23:14:34.3296237Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3842000,0,68000,41211
2026-07-08T23:14:34.365095Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,3978000,0,68000,34000
2026-07-08T23:14:34.3686461Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4046000,0,68000,61105
2026-07-08T23:14:34.3698182Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4182000,0,68000,18009
2026-07-08T23:14:34.4632922Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4250000,0,68000,17137
2026-07-08T23:14:34.4643716Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4522000,0,68000,25629
2026-07-08T23:14:34.4869537Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4590000,0,68000,27692
2026-07-08T23:14:34.5007077Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4658000,0,68000,48152
2026-07-08T23:14:34.5287015Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,4794000,0,68000,62096
2026-07-08T23:14:34.5361559Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5066000,0,68000,51272
2026-07-08T23:14:34.5380654Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5202000,0,68000,33342
2026-07-08T23:14:34.53922Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5270000,0,68000,34079
2026-07-08T23:14:34.562728Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5474000,0,68000,53155
2026-07-08T23:14:34.5896422Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5610000,0,68000,34553
2026-07-08T23:14:34.5912966Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5678000,0,68000,53154
2026-07-08T23:14:34.5929809Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5814000,0,68000,33693
2026-07-08T23:14:34.5941101Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,5950000,0,68000,50771
2026-07-08T23:14:34.6147773Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,6086000,0,68000,12405
2026-07-08T23:14:34.6472746Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,6290000,0,68000,45905
2026-07-08T23:14:34.702522Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,6358000,0,68000,46224
2026-07-08T23:14:34.7291419Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,6562000,0,68000,17149
2026-07-08T23:14:34.7377061Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,6698000,0,68000,12543
2026-07-08T23:14:34.751777Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,6902000,0,68000,8358
2026-07-08T23:14:34.8174476Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7038000,0,68000,52409
2026-07-08T23:14:34.8188995Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7038000,0,68000,21279
2026-07-08T23:14:34.8388789Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7174000,0,68000,37676
2026-07-08T23:14:34.8600025Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7174000,0,68000,61279
2026-07-08T23:14:34.8930122Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7310000,0,68000,23341
2026-07-08T23:14:34.9182964Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7514000,0,68000,63994
2026-07-08T23:14:34.918856Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7786000,0,68000,35111
2026-07-08T23:14:34.9194093Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,7854000,0,68000,45490
2026-07-08T23:14:34.9809618Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,8058000,0,68000,48251
2026-07-08T23:14:34.9828748Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,8126000,0,68000,40930
2026-07-08T23:14:35.0070935Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,8262000,0,68000,45544
2026-07-08T23:14:35.0087491Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,8602000,0,68000,13444
2026-07-08T23:14:35.0098775Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,8806000,0,68000,13136
2026-07-08T23:14:35.0218365Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,9078000,0,68000,3562
2026-07-08T23:14:35.1288388Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,9282000,0,68000,30510
2026-07-08T23:14:35.1964098Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,9486000,0,68000,11079
2026-07-08T23:14:35.2439623Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,9690000,0,68000,32052
2026-07-08T23:14:35.2467492Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,9894000,0,68000,31986
2026-07-08T23:14:35.2473247Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,10098000,0,68000,1908
2026-07-08T23:14:35.2606599Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,10234000,0,68000,51157
2026-07-08T23:14:35.3139314Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,10506000,0,68000,57682
2026-07-08T23:14:35.3144868Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,10710000,0,68000,66476
2026-07-08T23:14:35.4141514Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,10982000,0,68000,22761
2026-07-08T23:14:35.5376977Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11118000,0,68000,38545
2026-07-08T23:14:35.5655763Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11390000,0,68000,41322
2026-07-08T23:14:35.5661406Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11390000,0,68000,60752
2026-07-08T23:14:35.5672323Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11526000,0,68000,29900
2026-07-08T23:14:35.5683189Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11662000,0,68000,64132
2026-07-08T23:14:35.5970275Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11798000,0,68000,29712
2026-07-08T23:14:35.6622312Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,11934000,0,68000,32382
2026-07-08T23:14:35.6954159Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,12138000,0,68000,50406
2026-07-08T23:14:35.7914639Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,12274000,0,68000,45425
2026-07-08T23:14:35.7973253Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,12342000,0,68000,17283
2026-07-08T23:14:35.7984366Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,12614000,0,68000,43656
2026-07-08T23:14:35.7995546Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,12818000,0,68000,36218
2026-07-08T23:14:35.8001214Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,12886000,0,68000,60456
2026-07-08T23:14:35.8155418Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,13022000,0,68000,4656
2026-07-08T23:14:35.8280921Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,13498000,0,68000,15681
2026-07-08T23:14:35.8599941Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,13634000,0,68000,33307
2026-07-08T23:14:35.8605446Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,13838000,0,68000,60797
2026-07-08T23:14:35.8872949Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,13974000,0,68000,65384
2026-07-08T23:14:35.888378Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,14042000,0,68000,32726
2026-07-08T23:14:35.9473821Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,14178000,0,68000,2047
2026-07-08T23:14:36.0275849Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,14450000,0,68000,59440
2026-07-08T23:14:36.0287412Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,14586000,0,68000,5419
2026-07-08T23:14:36.0304412Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,14790000,0,68000,4000
2026-07-08T23:14:36.0825287Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,14790000,0,68000,33947
