timestamp,connection,direction,file_offset,block_offset,block_size,server_block_size
2026-07-08T23:14:33.8874612Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,0,0,68000,34000
2026-07-08T23:14:33.8969509Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,34000,0,68000,45259
2026-07-08T23:14:33.9103334Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,238000,0,68000,22708
2026-07-08T23:14:33.9143059Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,238000,0,68000,29171
2026-07-08T23:14:33.9154164Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,442000,0,68000,51579
2026-07-08T23:14:33.9187438Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,510000,0,68000,36932
2026-07-08T23:14:33.9228037Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,578000,0,68000,31251
2026-07-08T23:14:33.9300297Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,646000,0,68000,38098
2026-07-08T23:14:33.931676Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,714000,0,68000,20375
2026-07-08T23:14:33.9709172Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,782000,0,68000,45501
2026-07-08T23:14:33.9794774Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,850000,0,68000,21097
2026-07-08T23:14:33.9814082Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,918000,0,68000,38155
2026-07-08T23:14:33.9832779Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,986000,0,68000,40701
2026-07-08T23:14:33.9843013Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1326000,0,68000,39920
2026-07-08T23:14:33.9858285Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1394000,0,68000,37246
2026-07-08T23:14:33.9875408Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1530000,0,68000,22920
2026-07-08T23:14:33.988128Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1598000,0,68000,22552
2026-07-08T23:14:33.9901514Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1734000,0,68000,37955
2026-07-08T23:14:33.9911732Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1734000,0,68000,43832
2026-07-08T23:14:33.9931754Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1734000,0,68000,21418
2026-07-08T23:14:33.993692Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1734000,0,68000,21418
2026-07-08T23:14:33.9964225Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1734000,0,68000,52213
2026-07-08T23:14:33.9974419Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1734000,0,68000,52213
2026-07-08T23:14:34.0358164Z,stats/splitdata_server_localhost_4443_20260709_011433.csv,received,1802000,0,68000,47801
